,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,counts,won,min_stem_win,min_pct_win,margin,close_cand_5pct,close_cand_10pct,close_cand_20pct,Naam_win,Aanbevolen door_win,Aantal stemmen_win,Procentueel_win,alrdy_in_pols
467,jhr. J.P. Cornets de Groot van Kraayenburg,,600.0,0.3784,Amsterdam,13/06/1854,periodiek,3873,1595,1601,4757.0,28,3.0,793.0,4,0,766.0,0.48310000000000003,-0.10470000000000002,0,0,1,J.C. Baud,,766.0,0.48310000000000003,nee
474,dr. A. Vrolik,,352.0,0.25489999999999996,Amsterdam,20/03/1860,tussentijds,4318,1385,1385,1381.0,2,1.0,691.0,3,0,509.0,0.3686,-0.11370000000000002,0,0,1,J.G. Rijnders,,509.0,0.3686,nee
477,J.D. van Herwerden,,506.0,0.35950000000000004,Amsterdam,10/06/1862,periodiek,4570,1420,1420,4222.0,35,3.0,704.0,4,0,755.0,0.5365,-0.17699999999999994,0,0,1,mr. J. Heemskerk Bzn.,,755.0,0.5365,nee
479,J.J.A. Santhagens,,695.0,0.3979,Amsterdam,14/06/1864,periodiek,4441,1762,1762,5240.0,22,3.0,873.0,5,0,828.0,0.474,-0.0761,0,1,1,mr. C. van Heukelom,,828.0,0.474,nee
482,J.J.A. Santhagens,,1152.0,0.4578,Amsterdam,28/06/1864,herstemming,4441,2534,2532,5033.0,11,2.0,1258.0,4,0,1331.0,0.5289,-0.07110000000000005,0,1,1,J. van Swieten,,1331.0,0.5289,nee
494,mr. J. Wertheim,,1193.0,0.4104,Amsterdam,22/01/1868,algemeen,4322,2946,2947,17442.0,222,6.0,1454.0,11,0,1445.0,0.4971,-0.0867,0,1,1,mr. P.P. van Bosse,,1445.0,0.4971,nee
497,dr. J. Bosscha jr.,,722.0,0.3652,Amsterdam,12/10/1869,tussentijds,3964,1985,1982,1977.0,2,1.0,989.0,2,0,1087.0,0.5498,-0.18459999999999993,0,0,1,mr.dr. E.H. s' Jacob,,1087.0,0.5498,nee
499,mr. T.M.C. Asser,,939.0,0.4583,Amsterdam,08/02/1870,tussentijds,3964,2054,2055,2049.0,4,1.0,1025.0,3,0,1216.0,0.5935,-0.13520000000000004,0,0,1,jhr.mr. G.C.J. van Reenen,,1216.0,0.5935,nee
500,J.P. de Bordes,(AH)*,1127.0,0.4681,Amsterdam,13/06/1871,periodiek,3959,2424,2424,7223.0,43,3.0,1204.0,4,0,1153.0,0.4789,-0.010799999999999976,1,1,1,mr.dr. E.H. s' Jacob,DT/DZH,1153.0,0.4789,nee
503,J.P. de Bordes,(AH)*,994.0,0.4943,Amsterdam,27/06/1871,herstemming,3959,2018,2018,2011.0,5,1.0,1006.0,2,0,1017.0,0.5057,-0.011400000000000021,1,1,1,mr.dr. E.H. s' Jacob,DT/DZH,1017.0,0.5057,nee
512,mr. M.J. van Lennep,,452.0,0.23,Amsterdam,26/02/1878,tussentijds,4602,1974,1974,1965.0,9,1.0,983.0,3,0,763.0,0.3883,-0.15829999999999997,0,0,1,mr. G. van Tienhoven,,763.0,0.3883,nee
515,H.W. van Marle,,569.0,0.2953,Amsterdam,27/03/1883,tussentijds,5192,1955,1954,1927.0,27,1.0,964.0,2,0,787.0,0.40840000000000004,-0.11310000000000003,0,0,1,J. Dirks,,787.0,0.40840000000000004,nee
522,H.F. Bultman,,326.0,0.327,Haarlemmermeer,19/03/1878,tussentijds,1465,1003,1003,997.0,4,1.0,499.0,2,0,518.0,0.5196000000000001,-0.19260000000000005,0,0,1,mr. F.J.M.A. Reekers,,518.0,0.5196000000000001,nee
523,H.F. Bultman,(AH)*,446.0,0.365,Haarlemmermeer,10/06/1879,periodiek,1493,1232,1232,1222.0,6,1.0,611.0,2,0,581.0,0.4755,-0.11049999999999999,0,0,1,mr. F.J.M.A. Reekers,(DT)*,581.0,0.4755,nee
524,H.F. Bultman,(AH)*,622.0,0.4803,Haarlemmermeer,24/06/1879,herstemming,1493,1308,1308,1295.0,9,1.0,648.0,2,0,673.0,0.5196999999999999,-0.039399999999999935,1,1,1,mr. F.J.M.A. Reekers,(DT)*,673.0,0.5196999999999999,nee
526,H.F. Bultman,(AH)*,547.0,0.3785,Haarlemmermeer,15/06/1886,algemeen,1761,1459,1460,1445.0,1,1.0,723.0,2,0,698.0,0.483,-0.10449999999999998,0,0,1,mr. F.J.M.A. Reekers,(DT)*,698.0,0.483,nee
527,H.F. Bultman,(AH)*,685.0,0.4474,Haarlemmermeer,29/06/1886,herstemming,1761,1551,1551,1531.0,7,1.0,766.0,2,0,845.0,0.5519,-0.10449999999999993,0,0,1,mr. F.J.M.A. Reekers,DT(AR),845.0,0.5519,nee
529,mr. J.H. van der Sande,,824.0,0.424,Leiden,27/08/1850,algemeen,2646,1996,1997,3887.0,73,2.0,972.0,4,0,904.0,0.46509999999999996,-0.04109999999999997,1,1,1,P.H. baron van Taets van Amerongen,,904.0,0.46509999999999996,nee
539,dr. P. Bleeker,,184.0,0.1638,Leiden,10/06/1862,periodiek,2604,1136,1136,1123.0,6,1.0,562.0,4,0,346.0,0.3081,-0.14429999999999998,0,0,1,P.H. baron van Taets van Amerongen,,346.0,0.3081,nee
542,jhr.mr. H. van Alphen,,721.0,0.38549999999999995,Leiden,30/10/1866,algemeen,2643,1957,1957,3741.0,37,2.0,935.0,3,0,1040.0,0.556,-0.1705000000000001,0,0,1,P.H. baron van Taets van Amerongen,,1040.0,0.556,nee
545,jhr.mr. H. van Alphen,,578.0,0.37229999999999996,Leiden,22/01/1868,algemeen,2655,1567,1567,3105.0,25,2.0,776.0,4,0,626.0,0.4032,-0.03090000000000004,1,1,1,P.H. baron van Taets van Amerongen,,626.0,0.4032,nee
551,W.J.F. Nuyens,,440.0,0.2521,Leiden,18/03/1873,tussentijds,2792,1755,1755,1745.0,9,1.0,873.0,3,0,651.0,0.37310000000000004,-0.12100000000000005,0,0,1,mr. H.A. Neeb,,651.0,0.37310000000000004,nee
558,J. Rinkes Borger,(AH)*,952.0,0.3979,Leiden,15/06/1886,algemeen,3307,2901,2901,4785.0,1005,2.0,1196.0,3,0,1014.0,0.4238,-0.025900000000000034,1,1,1,mr. J.P. Smeele,(DT)*,1014.0,0.4238,nee
562,J. Rinkes Borger,(AH)*,1068.0,0.3667,Leiden,29/06/1886,herstemming,3307,3020,3020,5825.0,205,2.0,1456.0,4,0,1515.0,0.5202,-0.15349999999999997,0,0,1,mr. J.P. Smeele,DT(AR),1515.0,0.5202,nee
565,mr. F. Was,,810.0,0.30510000000000004,Leiden,01/09/1887,algemeen,3244,2665,2665,5310.0,10,2.0,1328.0,5,0,970.0,0.3653,-0.060199999999999976,0,1,1,J.P.T. van Nunen,(DT)*,970.0,0.3653,nee
577,mr. J.B.L. Wentholt,,1001.0,0.4218,Gouda,14/06/1864,periodiek,3414,2380,2378,2373.0,5,1.0,1187.0,2,0,1281.0,0.5398,-0.11799999999999994,0,0,1,jhr.mr. W.M. de Brauw,,1281.0,0.5398,nee
582,dr. J. Bosscha jr.,(AH)*,1066.0,0.4447,Gouda,08/06/1869,periodiek,3200,2414,2415,2397.0,9,1.0,1199.0,2,0,1122.0,0.4681,-0.023400000000000032,1,1,1,jhr.mr. W.M. de Brauw,AK/DT/DZH,1122.0,0.4681,nee
583,mr. J.B.L. Wentholt,(AH)*,657.0,0.38939999999999997,Gouda,13/06/1871,periodiek,3363,1707,1707,1687.0,15,1.0,844.0,2,0,985.0,0.5839,-0.1945,0,0,1,M.A.F.H. Hoffman,(DZH)*,985.0,0.5839,nee
585,mr. J.T. Buys,(AH)*,564.0,0.2964,Gouda,10/06/1873,periodiek,3448,1910,1911,1903.0,8,1.0,952.0,3,0,740.0,0.3889,-0.09250000000000003,0,1,1,jhr.mr. W.M. de Brauw,DZH(DT),740.0,0.3889,nee
590,jhr.mr. H.J. van der Heim,,686.0,0.26530000000000004,Gouda,13/02/1874,tussentijds,3448,2598,2596,2586.0,5,1.0,1293.0,3,0,985.0,0.3809,-0.11559999999999998,0,0,1,mr. H.C. Verniers van der Loeff,,985.0,0.3809,nee
594,dr. T.C.L. Wijnmalen,,1092.0,0.4879,Gouda,12/06/1877,tussentijds,3717,2261,2263,2238.0,12,1.0,1119.0,4,0,1189.0,0.5277000000000001,-0.03980000000000006,1,1,1,mr. M. Bichon van Ysselmonde,AR(DT),1189.0,0.5277000000000001,nee
597,mr. A.A. van Bergen Ijzendoorn,(AH)*,1243.0,0.4294,Gouda,14/06/1881,periodiek,3806,2904,2904,2895.0,7,1.0,1448.0,2,0,1645.0,0.5682,-0.13880000000000003,0,0,1,mr. M. Bichon van Ysselmonde,AR(DT),1645.0,0.5682,nee
598,J. van der Breggen,(AH)*,1177.0,0.4022,Gouda,28/10/1884,algemeen,3904,2944,2944,5853.0,33,2.0,1463.0,3,0,1738.0,0.5939,-0.19169999999999998,0,0,1,mr. U.H. Huber,AR(DT),1738.0,0.5939,nee
599,mr. A.J. Roest,(AH)*,1164.0,0.39770000000000005,Gouda,28/10/1884,algemeen,3904,2944,2944,5853.0,33,2.0,1463.0,4,0,1738.0,0.5939,-0.19619999999999993,0,0,1,mr. U.H. Huber,AR(DT),1738.0,0.5939,nee
600,mr. A.J. Roest,(AH)*,1632.0,0.4543,Gouda,15/06/1886,algemeen,4183,3610,3610,7184.0,14,2.0,1796.0,3,0,1956.0,0.5445,-0.0902,0,1,1,mr. U.H. Huber,AR(DT),1956.0,0.5445,nee
601,mr. J. Fortuijn Droogleever,(AH)*,1612.0,0.44880000000000003,Gouda,15/06/1886,algemeen,4183,3610,3610,7184.0,14,2.0,1796.0,4,0,1956.0,0.5445,-0.09569999999999995,0,1,1,mr. U.H. Huber,AR(DT),1956.0,0.5445,nee
602,mr. A.J. Roest,,1201.0,0.4188,Gouda,01/09/1887,algemeen,4127,2875,2875,5736.0,14,2.0,1434.0,3,0,1654.0,0.5767,-0.15789999999999998,0,0,1,mr. U.H. Huber,AR(DT),1654.0,0.5767,nee
603,mr. J. Fortuijn Droogleever,,1189.0,0.4146,Gouda,01/09/1887,algemeen,4127,2875,2875,5736.0,14,2.0,1434.0,4,0,1654.0,0.5767,-0.16209999999999997,0,0,1,mr. U.H. Huber,AR(DT),1654.0,0.5767,nee
607,jhr.mr. H.G.C.L. Janssens,,606.0,0.4316,Delft,12/06/1860,periodiek,2859,1419,1420,1404.0,15,1.0,702.0,2,0,662.0,0.4715,-0.03989999999999999,1,1,1,C. Hoekwater,,662.0,0.4715,nee
615,mr. R.J.C. Metelerkamp,(AH)*,717.0,0.3721,Delft,08/06/1869,periodiek,2650,1951,1951,1927.0,21,1.0,964.0,2,0,1046.0,0.5428000000000001,-0.17070000000000007,0,0,1,J.L. Nierstrasz,AK/DZH,1046.0,0.5428000000000001,nee
616,C.J. Vaillant,(AH)*,690.0,0.3553,Delft,10/06/1873,periodiek,2874,1958,1959,1942.0,12,1.0,971.0,2,0,900.0,0.46340000000000003,-0.10810000000000003,0,0,1,J.L. Nierstrasz,DZH(DT),900.0,0.46340000000000003,nee
617,C.J. Vaillant,(AH)*,986.0,0.45380000000000004,Delft,24/06/1873,herstemming,2874,2199,2201,2173.0,21,1.0,1087.0,2,0,1187.0,0.5462,-0.09239999999999998,0,1,1,J.L. Nierstrasz,DZH(DT),1187.0,0.5462,nee
618,C.J. Vaillant,(AH)*,926.0,0.3644,Delft,08/06/1875,periodiek,2995,2551,2550,2541.0,7,1.0,1271.0,2,0,1116.0,0.43920000000000003,-0.07480000000000003,0,1,1,jhr. F. de Casembroot,DZH(DT),1116.0,0.43920000000000003,nee
619,C.J. Vaillant,(AH)*,1117.0,0.4472,Delft,22/06/1875,herstemming,2995,2532,2532,2498.0,27,1.0,1249.0,2,0,1381.0,0.5528,-0.10559999999999997,0,0,1,jhr. F. de Casembroot,DZH(AR/DT),1381.0,0.5528,nee
620,S. Gille Heringa,(DT)*,893.0,0.3864,Delft,12/06/1877,periodiek,3175,2333,2333,2311.0,21,1.0,1156.0,2,0,964.0,0.4171,-0.030700000000000005,1,1,1,A.M. Schagen van Leeuwen,(AH)*,964.0,0.4171,nee
621,S. Gille Heringa,(DT)*,1060.0,0.42810000000000004,Delft,26/06/1877,herstemming,3175,2503,2504,2476.0,26,1.0,1238.0,2,0,1416.0,0.5719,-0.14379999999999993,0,0,1,A.M. Schagen van Leeuwen,(AH)*,1416.0,0.5719,nee
623,mr. A.E.J. Modderman,(AH)*,918.0,0.342,Delft,12/06/1883,periodiek,3386,2694,2694,2684.0,9,1.0,1342.0,2,0,1031.0,0.38409999999999994,-0.042099999999999915,1,1,1,mr. A.H.M. van Berckel,(DT)*,1031.0,0.38409999999999994,nee
625,mr. A.E.J. Modderman,,1385.0,0.4855,Delft,26/06/1883,herstemming,3386,2896,2895,2853.0,39,1.0,1427.0,2,0,1468.0,0.5145000000000001,-0.02900000000000008,1,1,1,mr. A.H.M. van Berckel,DT(AR),1468.0,0.5145000000000001,nee
630,mr. A.M. Maas Geesteranus,(AH)*,1279.0,0.3998,Delft,15/06/1886,algemeen,3622,3258,3258,6398.0,106,2.0,1600.0,4,0,1822.0,0.5696,-0.1698,0,0,1,mr. A.H.M. van Berckel,DT(AR),1822.0,0.5696,nee
640,mr. D.C.A. graaf van Hogendorp,,938.0,0.4068,Rotterdam,22/01/1868,algemeen,2994,2332,2333,6917.0,54,3.0,1153.0,4,0,1293.0,0.5608,-0.15399999999999997,0,0,1,F.W.C. Blom,,1293.0,0.5608,nee
645,mr. W.H. Jansen,(DT)*,583.0,0.32420000000000004,Rotterdam,10/06/1879,periodiek,3462,1947,1947,3596.0,296,2.0,899.0,3,0,814.0,0.45270000000000005,-0.1285,0,0,1,J. van Stolk Jzn.,(AH)*,814.0,0.45270000000000005,nee
647,M.L. van Deventer,,747.0,0.395,Rotterdam,24/08/1880,tussentijds,3551,1907,1907,1891.0,13,1.0,946.0,2,0,805.0,0.4257,-0.030700000000000005,1,1,1,O. van Rees,,805.0,0.4257,nee
648,M.L. van Deventer,,985.0,0.4729,Rotterdam,07/09/1880,herstemming,3551,2103,2103,2083.0,20,1.0,1042.0,2,0,1098.0,0.5271,-0.054200000000000026,0,1,1,O. van Rees,,1098.0,0.5271,nee
650,G.P. Ittmann,AR(DT),922.0,0.4757,Rotterdam,14/06/1881,periodiek,3642,1961,1960,1938.0,22,1.0,969.0,3,0,1006.0,0.5191,-0.043399999999999994,1,1,1,mr. J. van Gennep,(AH)*,1006.0,0.5191,nee
652,M.L. van Deventer,,729.0,0.3513,Rotterdam,12/02/1884,tussentijds,3732,2085,2085,2075.0,10,1.0,1038.0,2,0,1076.0,0.5186,-0.16729999999999995,0,0,1,mr. H.C. Verniers van der Loeff,,1076.0,0.5186,nee
659,R.F. baron van Raders,,240.0,0.254,Den Haag,23/05/1854,tussentijds,2101,951,951,945.0,2,1.0,473.0,2,0,419.0,0.4434,-0.1894,0,0,1,dr. I.P. Delprat,,419.0,0.4434,nee
668,jhr.mr. J.K.J. de Jonge,(AH)*,561.0,0.4042,Den Haag,10/06/1873,periodiek,2194,1398,1398,1388.0,8,1.0,694.0,2,0,744.0,0.536,-0.13180000000000003,0,0,1,mr. R.J. graaf van Schimmelpenninck,DZH(DT),744.0,0.536,nee
669,L. Mulder,(AH)*,551.0,0.4177,Den Haag,12/06/1877,periodiek,2439,1326,1327,1319.0,6,1.0,660.0,2,0,729.0,0.5527000000000001,-0.13500000000000006,0,0,1,mr. R.J. graaf van Schimmelpenninck,(DT)*,729.0,0.5527000000000001,nee
670,jhr. G.J.G. Klerck,,569.0,0.40270000000000006,Den Haag,12/06/1883,periodiek,2632,1432,1432,1413.0,15,1.0,707.0,2,0,725.0,0.5131,-0.11039999999999994,0,0,1,mr. W. Wintgens,(DT)*,725.0,0.5131,nee
678,J. Canter Visscher,(DT)*,757.0,0.3906,Den Haag,01/09/1887,algemeen,2889,1944,1944,3876.0,10,2.0,969.0,4,0,1017.0,0.5247999999999999,-0.13419999999999993,0,0,1,mr. H.M.A. baron van Goes van Dirxland,,1017.0,0.5247999999999999,nee
679,A. Vogelsang,,402.0,0.2925,Dordrecht,27/08/1850,algemeen,2109,1404,1405,2749.0,41,2.0,687.0,3,0,484.0,0.3521,-0.05960000000000004,0,1,1,mr. P. BlussÃÂ© van Oud-Alblas,,484.0,0.3521,nee
682,A. Vogelsang,,467.0,0.4393,Dordrecht,22/06/1852,herstemming,2123,1091,1091,1063.0,25,1.0,532.0,2,0,596.0,0.5607,-0.12139999999999995,0,0,1,mr. G.A. de Raadt,,596.0,0.5607,nee
685,A. Vogelsang,,164.0,0.152,Dordrecht,10/06/1856,periodiek,2227,1097,1098,1079.0,10,1.0,540.0,3,0,375.0,0.3475,-0.19549999999999998,0,0,1,mr. J.D. van der Poel,,375.0,0.3475,nee
692,jhr.mr. H.J. van der Heim,,164.0,0.14800000000000002,Dordrecht,13/02/1860,tussentijds,2037,1133,1135,1108.0,11,1.0,554.0,4,0,378.0,0.34119999999999995,-0.19319999999999993,0,0,1,mr. G.A. de Raadt,,378.0,0.34119999999999995,nee
707,G.A. Loeff,,314.0,0.2988,Dordrecht,22/04/1879,tussentijds,2236,1063,1063,1051.0,9,1.0,526.0,2,0,431.0,0.41009999999999996,-0.11129999999999995,0,0,1,mr. J.B. van Osenbruggen,,431.0,0.41009999999999996,nee
708,G.A. Loeff,,522.0,0.4336,Dordrecht,06/05/1879,herstemming,2236,1230,1230,1204.0,21,1.0,602.0,2,0,682.0,0.5664,-0.13280000000000003,0,0,1,mr. J.B. van Osenbruggen,,682.0,0.5664,nee
712,I. Esser,AR,622.0,0.473,Dordrecht,14/06/1881,periodiek,2411,1324,1324,1315.0,8,1.0,658.0,2,0,677.0,0.5147999999999999,-0.04179999999999995,1,1,1,mr. G.M. van der Linden,(AH)*,677.0,0.5147999999999999,nee
722,mr. P.L. Begram van Jaarsveld,,70.0,0.0716,Gorinchem,27/08/1850,algemeen,1490,992,992,978.0,1,1.0,489.0,6,0,256.0,0.2618,-0.19019999999999998,0,0,1,C. Schiffer,,256.0,0.2618,nee
730,jhr. B. van Merlen,,138.0,0.0696,Gorinchem,25/01/1859,tussentijds,2810,1993,1993,1984.0,4,1.0,992.0,5,0,534.0,0.2692,-0.1996,0,0,1,mr. G. Groen van Prinsterer,,534.0,0.2692,nee
751,jhr. G.J.G. Klerck,(AH)*,821.0,0.41969999999999996,Gorinchem,10/06/1879,periodiek,3594,1972,1971,1956.0,13,1.0,978.0,2,0,1105.0,0.5649000000000001,-0.1452000000000001,0,0,1,mr. L.W.C. Keuchenius,AR,1105.0,0.5649000000000001,nee
752,J.A.A. Waldorp,,920.0,0.4218,Gorinchem,23/09/1880,tussentijds,3654,2206,2206,2181.0,23,1.0,1091.0,2,0,1248.0,0.5722,-0.15040000000000003,0,0,1,H. Seret,,1248.0,0.5722,nee
757,jhr.mr. J.G.H. van Tets van Goudriaan,,265.0,0.25579999999999997,Middelburg,10/06/1862,periodiek,2556,1074,1074,1036.0,16,1.0,518.0,3,0,369.0,0.35619999999999996,-0.10039999999999999,0,0,1,mr. W.P. Vis,,369.0,0.35619999999999996,nee
759,jhr.mr. H.J. van der Heim,,823.0,0.41869999999999996,Middelburg,22/01/1868,algemeen,2716,1991,1992,3931.0,35,2.0,983.0,3,0,1138.0,0.579,-0.1603,0,0,1,mr. D. van Eck,,1138.0,0.579,nee
763,J. Wolbers,AR(DT),854.0,0.4114,Middelburg,12/06/1877,periodiek,2920,2094,2096,2076.0,15,1.0,1038.0,2,0,1214.0,0.5848,-0.1734,0,0,1,mr. D. van Eck,(AH)*,1214.0,0.5848,nee
768,mr. W.J. Snouck Hurgronje,(AH)*,940.0,0.4282,Middelburg,12/06/1883,periodiek,2701,2217,2217,2195.0,17,1.0,1098.0,2,0,1250.0,0.5695,-0.14129999999999998,0,0,1,mr. P.C. 't Hooft,AR(DT),1250.0,0.5695,nee
779,mr. C.J. PickÃÂ©,,207.0,0.22260000000000002,Goes,14/06/1864,periodiek,1339,966,966,930.0,6,1.0,465.0,3,0,281.0,0.30219999999999997,-0.07959999999999995,0,1,1,mr. P.H. Saaymans Vader,,281.0,0.30219999999999997,nee
780,O. Verhagen,,189.0,0.2032,Goes,14/06/1864,periodiek,1339,966,966,930.0,6,1.0,465.0,4,0,281.0,0.30219999999999997,-0.09899999999999998,0,1,1,mr. P.H. Saaymans Vader,,281.0,0.30219999999999997,nee
784,mr. C.J. PickÃÂ©,,410.0,0.3857,Goes,22/01/1868,algemeen,1421,1072,1072,1063.0,8,1.0,532.0,2,0,585.0,0.5503,-0.16460000000000002,0,0,1,mr. P.H. Saaymans Vader,,585.0,0.5503,nee
785,mr. M.J. de Witt Hamer,,531.0,0.4201,Goes,08/06/1875,periodiek,1601,1280,1280,1264.0,14,1.0,632.0,2,0,719.0,0.5688,-0.1487,0,0,1,mr. P.H. Saaymans Vader,AR(DT/DZH),719.0,0.5688,nee
789,mr. W.A. van Hoek,(AH)*,580.0,0.33490000000000003,Goes,10/06/1879,periodiek,2656,1784,1784,1732.0,22,1.0,866.0,2,0,727.0,0.41969999999999996,-0.08479999999999993,0,1,1,jhr.mr. A.F. de Savornin Lohman,AR,727.0,0.41969999999999996,nee
790,mr. W.A. van Hoek,(AH)*,755.0,0.4263,Goes,24/06/1879,herstemming,2656,1833,1834,1771.0,52,1.0,886.0,2,0,1017.0,0.5743,-0.14800000000000002,0,0,1,jhr.mr. A.F. de Savornin Lohman,AR,1017.0,0.5743,nee
791,mr. L.A. Bijbau,(AH)*,841.0,0.3884,Goes,15/06/1886,algemeen,2926,2575,2575,4331.0,813,2.0,1083.0,3,0,867.0,0.4004,-0.011999999999999955,1,1,1,jhr.mr. A.F. de Savornin Lohman,AR,867.0,0.4004,nee
795,mr. L.A. Bijbau,(AH)*,962.0,0.39270000000000005,Goes,29/06/1886,herstemming,2926,2542,2543,4899.0,77,2.0,1225.0,4,0,1431.0,0.5842,-0.1915,0,0,1,jhr.mr. A.F. de Savornin Lohman,AR(DT),1431.0,0.5842,nee
801,C. Goekoop,,119.0,0.1059,Zierikzee,12/02/1863,tussentijds,1393,1148,1149,1124.0,11,1.0,562.0,3,0,341.0,0.3034,-0.1975,0,0,1,J.J. van Kerkwijk,,341.0,0.3034,nee
802,W.F. del Campo,,117.0,0.1041,Zierikzee,12/02/1863,tussentijds,1393,1148,1149,1124.0,11,1.0,562.0,4,0,341.0,0.3034,-0.1993,0,0,1,J.J. van Kerkwijk,,341.0,0.3034,nee
809,mr. D. Mulder,,359.0,0.17579999999999998,Breda,25/02/1862,tussentijds,3638,2065,2065,2042.0,16,1.0,1021.0,3,0,638.0,0.3124,-0.13660000000000003,0,0,1,N.R.H. GuljÃÂ©,,638.0,0.3124,nee
810,mr. J.H. van Mierlo,,348.0,0.1704,Breda,25/02/1862,tussentijds,3638,2065,2065,2042.0,16,1.0,1021.0,4,0,638.0,0.3124,-0.14200000000000002,0,0,1,N.R.H. GuljÃÂ©,,638.0,0.3124,nee
813,mr. P.E.A. Janssens,,786.0,0.3031,Breda,22/01/1868,algemeen,3861,2650,2650,5187.0,89,2.0,1297.0,4,0,1290.0,0.4974,-0.19430000000000003,0,0,1,mr. P.J.J. HollingÃÂ©rus Pijpers,,1290.0,0.4974,nee
817,dr. T.C.L. Wijnmalen,,476.0,0.2827,Zevenbergen,23/04/1878,tussentijds,2044,1689,1689,1684.0,4,1.0,842.0,3,0,650.0,0.386,-0.1033,0,0,1,J.H.A. Diepen,,650.0,0.386,nee
819,mr. L. van Rijckevorsel,(DT)*,612.0,0.3729,Zevenbergen,14/06/1881,periodiek,2134,1656,1658,1641.0,15,1.0,821.0,2,0,627.0,0.3821,-0.009199999999999986,1,1,1,mr. R. van der Werk,(AH)*,627.0,0.3821,nee
820,C.N. Tieleman,AR,376.0,0.2291,Zevenbergen,14/06/1881,periodiek,2134,1656,1658,1641.0,15,1.0,821.0,3,0,627.0,0.3821,-0.153,0,0,1,mr. R. van der Werk,(AH)*,627.0,0.3821,nee
821,mr. L. van Rijckevorsel,(DT)*,838.0,0.4838,Zevenbergen,28/06/1881,herstemming,2134,1767,1767,1732.0,31,1.0,866.0,2,0,893.0,0.5156000000000001,-0.03180000000000005,1,1,1,mr. R. van der Werk,(AH)*,893.0,0.5156000000000001,nee
832,mr. H.A. van Mens,,270.0,0.1812,Tilburg,19/01/1864,tussentijds,3081,1504,1505,1490.0,5,1.0,745.0,2,0,525.0,0.35229999999999995,-0.17109999999999995,0,0,1,mr. C.C.A. Beens,,525.0,0.35229999999999995,nee
833,mr. D. Mulder,,858.0,0.4409,Tilburg,03/02/1864,herstemming,3081,1958,1960,1946.0,6,1.0,973.0,2,0,1088.0,0.5590999999999999,-0.11819999999999992,0,0,1,mr. C.C.A. Beens,,1088.0,0.5590999999999999,nee
839,mr. M. van den Acker,,461.0,0.3017,Eindhoven,17/05/1853,algemeen,2050,1569,1569,3056.0,74,2.0,764.0,4,0,727.0,0.4758,-0.17409999999999998,0,0,1,J.F. van der Heyde,,727.0,0.4758,nee
847,jhr. L.L.G.M. de Villers de PitÃÂ©,,553.0,0.4218,Maastricht,27/08/1850,algemeen,1875,1351,1354,2622.0,35,2.0,656.0,3,0,719.0,0.5484,-0.1266,0,0,1,mr. E.J.H. Borret,,719.0,0.5484,nee
848,A. Roberti,,464.0,0.3539,Maastricht,27/08/1850,algemeen,1875,1351,1354,2622.0,35,2.0,656.0,4,0,719.0,0.5484,-0.1945,0,0,1,mr. E.J.H. Borret,,719.0,0.5484,nee
851,mr. L.H. Wenmaekers,,762.0,0.3766,Maastricht,22/01/1868,algemeen,2655,2080,2081,4047.0,95,2.0,1012.0,4,0,1133.0,0.5599000000000001,-0.18330000000000007,0,0,1,C.A. baron van Bieberstein Rogalla Zawadsky,,1133.0,0.5599000000000001,nee
852,A.L.E. Roberti,,917.0,0.4643,Maastricht,03/02/1880,tussentijds,2560,2017,2018,1975.0,38,1.0,988.0,2,0,1053.0,0.5332,-0.06890000000000002,0,1,1,mr. M.V. Nijst,,1053.0,0.5332,nee
873,mr. J.B.H. van de Mortel,,319.0,0.1677,Den Bosch,27/08/1850,algemeen,2817,1948,1949,3804.0,70,2.0,951.0,4,0,605.0,0.3181,-0.1504,0,0,1,mr. F.G.J. baron van Rijckevorsel van Kessel,,605.0,0.3181,nee
887,jhr.mr. W.H. de Savornin Lohman,AR(Ka),1224.0,0.395,Appingedam,06/03/1888,algemeen,3976,3113,3112,3099.0,11,1.0,1550.0,2,0,1688.0,0.5447,-0.14969999999999994,0,0,1,J. Schepel,Lib,1688.0,0.5447,nee
888,jhr.mr. W.H. de Savornin Lohman,AR,908.0,0.39890000000000003,Appingedam,09/06/1891,algemeen,4002,2290,2290,2276.0,10,1.0,1138.0,2,0,1314.0,0.5772999999999999,-0.1783999999999999,0,0,1,J. Schepel,Lib,1314.0,0.5772999999999999,nee
890,P. Dijkhuis,AR,512.0,0.2034,Winschoten,06/03/1888,algemeen,3022,2525,2526,2517.0,5,1.0,1259.0,3,0,992.0,0.39409999999999995,-0.19069999999999995,0,0,1,D.R. Mansholt,Rad,992.0,0.39409999999999995,nee
932,dr. V. Bruinsma,Rad,598.0,0.2797,Wolvega,06/03/1888,algemeen,2634,2143,2143,2138.0,2,1.0,1069.0,3,0,837.0,0.39149999999999996,-0.11179999999999995,0,0,1,R.K. Okma,AR(Ka),837.0,0.39149999999999996,nee
